Entity,Label
CTAB,CHEMICAL
peripheral edema,DISEASE
Glucose,CHEMICAL
Calcium,CHEMICAL
Lactate,CHEMICAL
obstructive bowel pattern Left,DISEASE
nephrolithiasis,DISEASE
volume ascites,DISEASE
pancreatic mass Liver metastasis,DISEASE
peritoneal carcinomatosis Small bowel wall thickening,DISEASE
tumor,DISEASE
thrombosis,DISEASE
pneumonia,DISEASE
carcinoma,DISEASE
necrosis,DISEASE
stage pancreatic cancer,DISEASE
nausea vomiting,DISEASE
fatigue,DISEASE
hyponatremia,DISEASE
Nausea vomiting,DISEASE
ileus,DISEASE
carcinomatosis,DISEASE
thrush,DISEASE
primary esophageal,DISEASE
peritonitis,DISEASE
ondansetron compazine ativan,CHEMICAL
Reglan,CHEMICAL
Pain,DISEASE
fentanyl,CHEMICAL
Cipro Flagyl,CHEMICAL
Ceftriaxone,CHEMICAL
peritonitis,DISEASE
Ceftriaxone,CHEMICAL
Cipro Flagyl,CHEMICAL
Cancer,DISEASE
ascites,DISEASE
Hyperkalemia,DISEASE
calcium,CHEMICAL
insulin,CHEMICAL
Hyperkalemia,DISEASE
Hyponatremia,DISEASE
hyponatremia,DISEASE
hypovolemia,DISEASE
ketonuria,DISEASE
seizure,DISEASE
hypovolemia,DISEASE
sodium,CHEMICAL
sodium,CHEMICAL
Prerenal,DISEASE
Constipation,DISEASE
senna,CHEMICAL
lactulose,CHEMICAL
enemas,CHEMICAL
Lovenox,CHEMICAL
Rash,DISEASE
rash,DISEASE
rash,DISEASE
Hypothyroid,DISEASE
levothyroxine,CHEMICAL
Depression,DISEASE
Citalopram,CHEMICAL
nausea enemas,DISEASE
dilaudid,CHEMICAL
Citalopram,CHEMICAL
Levothyroxine,CHEMICAL
Sodium,CHEMICAL
Polyethylene Glycol,CHEMICAL
Gabapentin,CHEMICAL
Hydromorphone,CHEMICAL
pain,DISEASE
Fentanyl,CHEMICAL
Calcium,CHEMICAL
Vitamin,CHEMICAL
Multivitamin,CHEMICAL
Disposition,CHEMICAL
Stage pancreatic cancer,DISEASE
Penicillins Ciprofloxacin,CHEMICAL
pain,DISEASE
throat infections,DISEASE
throat,DISEASE
throat pain pain,DISEASE
drooling,DISEASE
trismus neck stiffness,DISEASE
chest pain,DISEASE
shortness breath,DISEASE
pharyngitis supraglottitis,DISEASE
Sinusitis,DISEASE
nasal polyposis,DISEASE
substance abuse,DISEASE
ovarian cancer,DISEASE
Normocephalic,DISEASE
oropharyngeal erythema,DISEASE
lymphadenopathy,DISEASE
aryepiglottic edema,DISEASE
watery epiglottic edema,DISEASE
aryepiglottic erythema,DISEASE
aryepiglottic edema,DISEASE
erythema,DISEASE
glottis,DISEASE
wheezing rhonchi,DISEASE
EXTR,CHEMICAL
cyanosis clubbing edema,DISEASE
pain,DISEASE
sore throat,DISEASE
Morphine,CHEMICAL
pain,DISEASE
Valsartan,CHEMICAL
Lipitor,CHEMICAL
respiratory distress oxygen,DISEASE
oxygen,CHEMICAL
stridulous,DISEASE
asthma,DISEASE
albuterol,CHEMICAL
montelukast fluticasone salmeterol,CHEMICAL
diabetes,DISEASE
Decadron,CHEMICAL
airway edema,DISEASE
Medrol,CHEMICAL
steroid,CHEMICAL
Clindamycin,CHEMICAL
Bactrim,CHEMICAL
Bactrim,CHEMICAL
Heparin,CHEMICAL
Advair Diovan,CHEMICAL
Singulair Nasonex Claritin,CHEMICAL
Fluticasone Salmeterol,CHEMICAL
Valsartan,CHEMICAL
Atorvastatin,CHEMICAL
Montelukast,CHEMICAL
Medrol,CHEMICAL
Sulfamethoxazole Trimethoprim,CHEMICAL
Disposition,CHEMICAL
airway edema,DISEASE
chest pain shortness breath,DISEASE
Bactrim,CHEMICAL
Medrol,CHEMICAL
steroids,CHEMICAL
Penicillins Ciprofloxacin,CHEMICAL
Disposition,CHEMICAL
Sulfonamide,CHEMICAL
fatigue,DISEASE
lung adenocarcinoma,DISEASE
widespread liver spine,DISEASE
erlotinib,CHEMICAL
fever nausea fatigue,DISEASE
morning nausea some diaphoresis,DISEASE
pain,DISEASE
pneumonia,DISEASE
absence cough,DISEASE
respiratory symptoms urinary symptoms,DISEASE
lung cancer,DISEASE
laryngitis,DISEASE
hemoptysis,DISEASE
right shoulder tendinitis lower back pain,DISEASE
appetite early satiety,CHEMICAL
mass lesion,DISEASE
mets,DISEASE
liver mets,DISEASE
adenocarcinoma,DISEASE
intracranial mets,DISEASE
osteopenia depression,DISEASE
anxiety,DISEASE
alcohol,CHEMICAL
cancer,DISEASE
clubbing cyanosis edema,DISEASE
UROBILNGN LEUK,CHEMICAL
CREAT,CHEMICAL
lung adenocarcinoma,DISEASE
widespread liver spine,DISEASE
erlotinib,CHEMICAL
pneumonia,DISEASE
oxygen,CHEMICAL
pneumonia,DISEASE
hypoxic respiratory failure,DISEASE
bactrim,CHEMICAL
bactrim,CHEMICAL
prednisone,CHEMICAL
Diarrhea,DISEASE
diarrea,DISEASE
wear back brace Medications Admission CITALOPRAM,DISEASE
ERLOTINIB TARCEVA,CHEMICAL
pain,DISEASE
pain,DISEASE
constipation,DISEASE
anxiety,DISEASE
constipation,DISEASE
sulfamethoxazole trimethoprim,CHEMICAL
prednisone,CHEMICAL
citalopram,CHEMICAL
erlotinib,CHEMICAL
gabapentin,CHEMICAL
hydromorphone,CHEMICAL
pain,DISEASE
alcohol,CHEMICAL
lactulose,CHEMICAL
constipation lidocaine,DISEASE
lorazepam,CHEMICAL
anxiety polyethylene glycol,DISEASE
ranitidine,CHEMICAL
ondansetron,CHEMICAL
nausea,DISEASE
Contin,CHEMICAL
primary billiary cirrhosis vertebral compression,DISEASE
fractures osteoporosis splenomegaly liver,DISEASE
hyperglycemia,DISEASE
steroids hyponatremia,CHEMICAL
stage pancreatic cancer,DISEASE
peritoneal carcinomatosis mets liver,DISEASE
ascites,DISEASE
nausea vomiting,DISEASE
abdominal pain,DISEASE
chills,DISEASE
fatigued daughter been getting much recent bout with,DISEASE
thrush,DISEASE
throat pain,DISEASE
odynophagia,DISEASE
rash,DISEASE
lidocaine,CHEMICAL
cephalexin,CHEMICAL
cellulitis,DISEASE
abdominal pain,DISEASE
ascites,DISEASE
constipation,DISEASE
magnesium citrate,CHEMICAL
lower pain,DISEASE
edema,DISEASE
hyponatremia,DISEASE
kayexalate calcium,CHEMICAL
overt bowel obstruction,DISEASE
ascites,DISEASE
liver mets,DISEASE
Thrombosis,DISEASE
Cipro flagyl,CHEMICAL
nausea,DISEASE
abdominal pain,DISEASE
pancreatic liver mass,DISEASE
abdominal pain,DISEASE
pancreatic adenocarcinoma,DISEASE
gemcitabine,CHEMICAL
sternal lesion,DISEASE
capecitabine oxaliplatin,CHEMICAL
pancreatic liver mass,DISEASE
abdominal pain,DISEASE
pancreatic adenocarcinoma,DISEASE
gemcitabine,CHEMICAL
sternal lesion,DISEASE
capecitabine oxaliplatin,CHEMICAL
aspirin Hypothyroidism,CHEMICAL
Lovenox,CHEMICAL
pancreatic cancer,DISEASE
cardiovascular disease,DISEASE
stroke,DISEASE
malignancy,DISEASE
Normocephalic,DISEASE
conjunctival pallor,DISEASE
icterus,DISEASE
thrush,DISEASE
thyromegaly,DISEASE
CTAB,CHEMICAL
peripheral edema,DISEASE
Glucose,CHEMICAL
Calcium,CHEMICAL
Lactate,CHEMICAL
obstructive bowel pattern Left,DISEASE
nephrolithiasis,DISEASE
volume ascites,DISEASE
pancreatic mass Liver metastasis,DISEASE
peritoneal carcinomatosis Small bowel wall thickening,DISEASE
tumor,DISEASE
thrombosis,DISEASE
pneumonia,DISEASE
carcinoma,DISEASE
necrosis,DISEASE
stage pancreatic cancer,DISEASE
nausea vomiting,DISEASE
fatigue,DISEASE
hyponatremia,DISEASE
Nausea vomiting,DISEASE
ileus,DISEASE
carcinomatosis,DISEASE
thrush,DISEASE
primary esophageal,DISEASE
peritonitis,DISEASE
ondansetron compazine ativan,CHEMICAL
Reglan,CHEMICAL
Pain,DISEASE
fentanyl,CHEMICAL
Cipro Flagyl,CHEMICAL
Ceftriaxone,CHEMICAL
peritonitis,DISEASE
Ceftriaxone,CHEMICAL
Cipro Flagyl,CHEMICAL
Cancer,DISEASE
ascites,DISEASE
Hyperkalemia,DISEASE
calcium,CHEMICAL
insulin,CHEMICAL
Hyperkalemia,DISEASE
Hyponatremia,DISEASE
hyponatremia,DISEASE
hypovolemia,DISEASE
ketonuria,DISEASE
seizure,DISEASE
hypovolemia,DISEASE
sodium,CHEMICAL
sodium,CHEMICAL
Prerenal,DISEASE
Constipation,DISEASE
senna,CHEMICAL
lactulose,CHEMICAL
enemas,CHEMICAL
Lovenox,CHEMICAL
Rash,DISEASE
rash,DISEASE
rash,DISEASE
Hypothyroid,DISEASE
levothyroxine,CHEMICAL
Depression,DISEASE
Citalopram,CHEMICAL
nausea enemas,DISEASE
dilaudid,CHEMICAL
Citalopram,CHEMICAL
Levothyroxine,CHEMICAL
Sodium,CHEMICAL
Polyethylene Glycol,CHEMICAL
Gabapentin,CHEMICAL
Hydromorphone,CHEMICAL
pain,DISEASE
Fentanyl,CHEMICAL
Calcium,CHEMICAL
Vitamin,CHEMICAL
Multivitamin,CHEMICAL
Disposition,CHEMICAL
Stage pancreatic cancer,DISEASE
Penicillins Ciprofloxacin,CHEMICAL
pain,DISEASE
throat infections,DISEASE
throat,DISEASE
throat pain pain,DISEASE
drooling,DISEASE
trismus neck stiffness,DISEASE
chest pain,DISEASE
shortness breath,DISEASE
pharyngitis supraglottitis,DISEASE
Sinusitis,DISEASE
nasal polyposis,DISEASE
substance abuse,DISEASE
ovarian cancer,DISEASE
Normocephalic,DISEASE
oropharyngeal erythema,DISEASE
lymphadenopathy,DISEASE
aryepiglottic edema,DISEASE
watery epiglottic edema,DISEASE
aryepiglottic erythema,DISEASE
aryepiglottic edema,DISEASE
erythema,DISEASE
glottis,DISEASE
wheezing rhonchi,DISEASE
EXTR,CHEMICAL
cyanosis clubbing edema,DISEASE
pain,DISEASE
sore throat,DISEASE
Morphine,CHEMICAL
pain,DISEASE
Valsartan,CHEMICAL
Lipitor,CHEMICAL
respiratory distress oxygen,DISEASE
oxygen,CHEMICAL
stridulous,DISEASE
asthma,DISEASE
albuterol,CHEMICAL
montelukast fluticasone salmeterol,CHEMICAL
diabetes,DISEASE
Decadron,CHEMICAL
airway edema,DISEASE
Medrol,CHEMICAL
steroid,CHEMICAL
Clindamycin,CHEMICAL
Bactrim,CHEMICAL
Bactrim,CHEMICAL
Heparin,CHEMICAL
Advair Diovan,CHEMICAL
Singulair Nasonex Claritin,CHEMICAL
Fluticasone Salmeterol,CHEMICAL
Valsartan,CHEMICAL
Atorvastatin,CHEMICAL
Montelukast,CHEMICAL
Medrol,CHEMICAL
Sulfamethoxazole Trimethoprim,CHEMICAL
Disposition,CHEMICAL
airway edema,DISEASE
chest pain shortness breath,DISEASE
Bactrim,CHEMICAL
Medrol,CHEMICAL
steroids,CHEMICAL
Penicillins Ciprofloxacin,CHEMICAL
Disposition,CHEMICAL
Sulfonamide,CHEMICAL
fatigue,DISEASE
lung adenocarcinoma,DISEASE
widespread liver spine,DISEASE
erlotinib,CHEMICAL
fever nausea fatigue,DISEASE
morning nausea some diaphoresis,DISEASE
pain,DISEASE
pneumonia,DISEASE
absence cough,DISEASE
respiratory symptoms urinary symptoms,DISEASE
lung cancer,DISEASE
laryngitis,DISEASE
hemoptysis,DISEASE
right shoulder tendinitis lower back pain,DISEASE
appetite early satiety,CHEMICAL
mass lesion,DISEASE
mets,DISEASE
liver mets,DISEASE
adenocarcinoma,DISEASE
intracranial mets,DISEASE
osteopenia depression,DISEASE
anxiety,DISEASE
alcohol,CHEMICAL
cancer,DISEASE
clubbing cyanosis edema,DISEASE
UROBILNGN LEUK,CHEMICAL
CREAT,CHEMICAL
lung adenocarcinoma,DISEASE
widespread liver spine,DISEASE
erlotinib,CHEMICAL
pneumonia,DISEASE
oxygen,CHEMICAL
pneumonia,DISEASE
hypoxic respiratory failure,DISEASE
bactrim,CHEMICAL
bactrim,CHEMICAL
prednisone,CHEMICAL
Diarrhea,DISEASE
diarrea,DISEASE
wear back brace Medications Admission CITALOPRAM,DISEASE
ERLOTINIB TARCEVA,CHEMICAL
pain,DISEASE
pain,DISEASE
constipation,DISEASE
anxiety,DISEASE
constipation,DISEASE
sulfamethoxazole trimethoprim,CHEMICAL
prednisone,CHEMICAL
citalopram,CHEMICAL
erlotinib,CHEMICAL
gabapentin,CHEMICAL
hydromorphone,CHEMICAL
pain,DISEASE
alcohol,CHEMICAL
lactulose,CHEMICAL
constipation lidocaine,DISEASE
lorazepam,CHEMICAL
anxiety polyethylene glycol,DISEASE
ranitidine,CHEMICAL
ondansetron,CHEMICAL
nausea,DISEASE
Contin,CHEMICAL
Contin,CHEMICAL
Disposition,CHEMICAL
pneumonia,DISEASE
fever fatigue,DISEASE
pneumonia,DISEASE
infection,DISEASE
pneumocystis,DISEASE
steroids,CHEMICAL
steroids,CHEMICAL
prednisone,CHEMICAL
prednisone dexamethasone,CHEMICAL
bactrim,CHEMICAL
Bactrim,CHEMICAL
Prednisone,CHEMICAL
Dexamethasone,CHEMICAL
pain,DISEASE
morphine,CHEMICAL
Contin,CHEMICAL
Dilaudid,CHEMICAL
pain,DISEASE
pain,DISEASE
Sulfonamide,CHEMICAL
Seizure seizure,DISEASE
ativan,CHEMICAL
seizure,DISEASE
mets,DISEASE
seizure,DISEASE
seizure,DISEASE
infection,DISEASE
acyclovir,CHEMICAL
seizure,DISEASE
Disposition,CHEMICAL
hepatitis,DISEASE
rupture,DISEASE
Ampicillin Erythromycin,CHEMICAL
betamethasone,CHEMICAL
respiratory distress,DISEASE
respiratory distress syndrome,DISEASE
respiratory distress Skin extensive bruising,DISEASE
hepatosplenomegaly,DISEASE
respiratory distress,DISEASE
apnea bradycardia,DISEASE
caffeine citrate,CHEMICAL
apnea bradycardia,DISEASE
caffeine citrate,CHEMICAL
apnea bradycardia,DISEASE
Dopamine,CHEMICAL
hypotension,DISEASE
Dopamine,CHEMICAL
cardiac murmur Fluid electrolytes birth,DISEASE
hypoglycemia,DISEASE
hypoglycemia,DISEASE
weight gain,DISEASE
sodium potassium chloride,CHEMICAL
creatinine,CHEMICAL
bilirubin,CHEMICAL
bruising,DISEASE
bilirubin,CHEMICAL
Ampicillin Gentamicin,CHEMICAL
apnea bradycardia,DISEASE
Vancomycin Gentamicin,CHEMICAL
Penicillin Oxacillin,CHEMICAL
sepsis,DISEASE
agoraphobia,DISEASE
iron,CHEMICAL
caffeine citrate,CHEMICAL
hepatitis,DISEASE
chronic lung disease,DISEASE
chronic lung disease,DISEASE
respiratory distress,DISEASE
sepsis,DISEASE
Hypoglycemia,DISEASE
Hypotension,DISEASE
aureus bacteremia Hyperbilirubinemia,DISEASE
Anemia prematurity,DISEASE
bradycardia prematurity,DISEASE
Dizziness,DISEASE
preeclampsia,DISEASE
chest pain hypotension,DISEASE
labetalol nifedipine HCTZ,CHEMICAL
dizziness,DISEASE
hypotensive,DISEASE
glucagon overdose dexamethasone calcium gluconate overdose,CHEMICAL
gall bladder,DISEASE
cardiac liver disease,DISEASE
hypotensive,DISEASE
dopamine,CHEMICAL
dopamine,CHEMICAL
pain,DISEASE
NSTEMI,DISEASE
heparin statin,CHEMICAL
stroke,DISEASE
venous thrombosis,DISEASE
pulmonary embolism bleeding,DISEASE
myalgias cough hemoptysis,DISEASE
chills rigors,DISEASE
exertional buttock,DISEASE
pain,DISEASE
absence chest pain dyspnea exertion paroxysmal nocturnal dyspnea orthopnea syncope presyncope,DISEASE
Hypertension,DISEASE
TABs,CHEMICAL
NRFHR,DISEASE
Labetalol,CHEMICAL
PCOS,DISEASE
Anemia,DISEASE
Lumbosacral spondylosis,DISEASE
visual blurriness,DISEASE
ETOH,CHEMICAL
leukemia,DISEASE
Parkinsons sarcoma,DISEASE
cardiovascular death,DISEASE
arrhythmia cardiomyopathies,DISEASE
chest wall deformities scoliosis kyphosis Resp,DISEASE
wheezes rhonchi,DISEASE
tenderness,DISEASE
edema,DISEASE
xanthomas,DISEASE
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Calcium,CHEMICAL
Albumin,CHEMICAL
Calcium,CHEMICAL
Calcium,CHEMICAL
Calcium,CHEMICAL
Folate,CHEMICAL
CHOL,CHEMICAL
Acetmnp,CHEMICAL
Lactate,CHEMICAL
Lactate,CHEMICAL
Lactate,CHEMICAL
Pulm Vein Left Atrium Peak Pulm Vein Right Atrium,DISEASE
Left Ventricle Septal Wall Thickness Left Ventricle Inferolateral Thickness Left Ventricle Diastolic Dimension Left Ventricle Systolic Dimension Left Ventricle Fractional Shortening Left Ventricle Ejection Fraction Left Ventricle Stroke,DISEASE
Ventricle Cardiac Output Left Ventricle Cardiac,DISEASE
Ventricle Ratio Aorta Sinus,DISEASE
Valve LVOT Aortic Valve LVOT diam Mitral,DISEASE
aortic diameter sinus level Normal ascending aorta,DISEASE
pericardial effusion,DISEASE
tachycardia,DISEASE
atrial septal defect,DISEASE
aortic valve stenosis aortic regurgitation,DISEASE
mitral regurgitation,DISEASE
mitral valve prolapse pulmonary artery systolic pressure,DISEASE
pericardial effusion,DISEASE
valvular disease,DISEASE
Sinus tachycardia,DISEASE
sinus tachycardia,DISEASE
pleural effusion,DISEASE
pneumothorax,DISEASE
atrial enlargement Borderline,DISEASE
pulmonary embolus,DISEASE
pseudoaneurysm,DISEASE
hematoma,DISEASE
acute abnormality,DISEASE
pericardial effusion,DISEASE
fatty hila Normal appearing left axillary lymph nodes also present anterior mediastinum there soft tissue density material which residual thymic tissue,DISEASE
atelectasis,DISEASE
pleural effusion,DISEASE
fluid overload,DISEASE
pulmonary edema,DISEASE
pseudoaneurysm,DISEASE
acute abnormality,DISEASE
edema,DISEASE
gallbladder wall edema,DISEASE
gallbladder outlet obstruction soft tissue infiltration,DISEASE
hydronephrosis stones,DISEASE
mesenteric edema,DISEASE
lymphadenopathy,DISEASE
fracture,DISEASE
pulmonary embolus acute,DISEASE
aortic abnormality,DISEASE
chest abdomen Small,DISEASE
edema,DISEASE
edema,DISEASE
pancreatitis,DISEASE
mediastinal mass lymphoma,DISEASE
pulmonary edema,DISEASE
hepatic lesion,DISEASE
pulmonary embolus,DISEASE
pseudoaneurysm,DISEASE
hematoma,DISEASE
acute abnormality,DISEASE
pericardial effusion,DISEASE
fatty hila Normal appearing left axillary lymph nodes also present anterior mediastinum there soft tissue density material which residual thymic tissue,DISEASE
atelectasis,DISEASE
pleural effusion,DISEASE
fluid overload,DISEASE
pulmonary edema,DISEASE
pseudoaneurysm,DISEASE
acute abnormality,DISEASE
edema,DISEASE
gallbladder wall edema,DISEASE
gallbladder outlet obstruction soft tissue infiltration,DISEASE
hydronephrosis stones,DISEASE
mesenteric edema,DISEASE
lymphadenopathy,DISEASE
fracture,DISEASE
pulmonary embolus acute,DISEASE
aortic abnormality,DISEASE
chest abdomen Small,DISEASE
edema,DISEASE
edema,DISEASE
pancreatitis,DISEASE
mediastinal mass lymphoma,DISEASE
pulmonary edema,DISEASE
hepatic lesion,DISEASE
pleural effusion,DISEASE
gallbladder wall edema,DISEASE
gallstones,DISEASE
pleural effusion,DISEASE
gallbladder wall edema,DISEASE
acute cholecystitis,DISEASE
liver heart disease,DISEASE
edema,DISEASE
ascites,DISEASE
pleural effusions,DISEASE
hypertension,DISEASE
premature coronary artery disease,DISEASE
chest pain,DISEASE
pulmonary embolism,DISEASE
Hypertension,DISEASE
premature coronary disease,DISEASE
Lidocaine,CHEMICAL
Lidocaine,CHEMICAL
ALLEGIANCE,CHEMICAL
angiographically apparent disease LMCA Resting hemodynamics limited central aortic pressure revealed systolic diastolic arterial,DISEASE
hypertension,DISEASE
chest pain hypotension,DISEASE
overdose,DISEASE
dopamine,CHEMICAL
NSTEMI,DISEASE
troponins,CHEMICAL
chest pain,DISEASE
labetalol HCTZ Hypercoagulability,CHEMICAL
Hypotension,DISEASE
hypotension,DISEASE
viral illness,DISEASE
dehydration,DISEASE
overdose,DISEASE
dopamine,CHEMICAL
cardiac abnormalities,DISEASE
arrhythmias,DISEASE
anion acidosis,CHEMICAL
Lactate,CHEMICAL
Pericholecystic fluid peripancreatic fluid,DISEASE
infection bleeding,DISEASE
Anemia,DISEASE
Iron,CHEMICAL
folate,CHEMICAL
Labetalol Nifedipine HCTZ,CHEMICAL
Labetalol,CHEMICAL
Hydrochlorothiazide,CHEMICAL
Aspirin,CHEMICAL
Disposition,CHEMICAL
Hypotension,DISEASE
chest pain,DISEASE
dizziness chest pain,DISEASE
dehydration,DISEASE
chest pain,DISEASE
Nifedipine,CHEMICAL
Aspirin,CHEMICAL
Allergies Adverse Drug Reactions,DISEASE
shortness breath,DISEASE
pain,DISEASE
chronic systolic peripheral vascular disease,DISEASE
shortness breath chest pain,DISEASE
pain,DISEASE
diaphoresis,DISEASE
pinkish phlegm,DISEASE
edema,DISEASE
pulmonary edema,DISEASE
lasix,CHEMICAL
shortness breath fatigue,DISEASE
sinus congestion cough cold sore,DISEASE
shortness breath,DISEASE
chest pain,DISEASE
pain,DISEASE
pain,DISEASE
nitroglycerin,CHEMICAL
nausea vomiting,DISEASE
chest pain,DISEASE
shortness breath,DISEASE
heparin,CHEMICAL
NSTEMI,DISEASE
lasix,CHEMICAL
Metoprolol,CHEMICAL
amiodarone,CHEMICAL
chest pain headache dizziness palpitations,DISEASE
dyspnea,DISEASE
metoprolol,CHEMICAL
GERD,DISEASE
dyspnea,DISEASE
PERRL,DISEASE
chest wall deformities scoliosis kyphosis,DISEASE
dyspnea,DISEASE
tenderness,DISEASE
tenderness,DISEASE
edema,DISEASE
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Lactate,CHEMICAL
Lactate,CHEMICAL
Nitrite,CHEMICAL
Glucose Ketone,CHEMICAL
Urobiln,CHEMICAL
Nitrite,CHEMICAL
Glucose Ketone,CHEMICAL
Urobiln,CHEMICAL
death,DISEASE
pulmonary opacities,DISEASE
interstitial alveolar edema,DISEASE
pleural effusions small,DISEASE
atherosclerotic calcification,DISEASE
pulmonary edema heart failure,DISEASE
pleural effusions,DISEASE
pleural effusions Sequence decrease severity basal areas atelectasis,DISEASE
cardiomegaly,DISEASE
pulmonary edema,DISEASE
obstruction infarction,DISEASE
calcification,DISEASE
atrial fibrillation,DISEASE
depressed,DISEASE
left ventricular systolic dysfunction,DISEASE
inferolateral akinesis inferior akinesis hypokinesis apical hypokinesis Right ventricular chamber size free wall motion normal aortic valve leaflets moderately thickened,DISEASE
aortic valve stenosis,DISEASE
aortic regurgitation,DISEASE
mitral valve leaflets mildly thickened,DISEASE
mitral regurgitation,DISEASE
pulmonary artery systolic hypertension,DISEASE
pericardial effusion,DISEASE
atrial septal defect,DISEASE
hypokinetic,DISEASE
vessel disease,DISEASE
disease occlusion,DISEASE
hypertension,DISEASE
vessel coronary artery disease,DISEASE
NSTEMI,DISEASE
collateral insufficiency,DISEASE
atrial fibrillation,DISEASE
atrial septal defect,DISEASE
ventricular hypertrophy left ventricular cavity,DISEASE
left ventricular systolic dysfunction,DISEASE
inferior akinesis inferolateral akinesis hypokinesis anteroseptal hypokinesis akinesis apical akinesis left ventricular thrombus,DISEASE
